Timestamp,Username,"Basic Information:
1.  Name of Student :",2. Gender of Student," 3.  Age Group of Student
",4. Name of Institute where you are Studying.,5. Please specify your residential area.,"Academic Performance: (Educational Information)
6. 10th percentage",7. 12th percentage Or Diploma Percent,8. Aggregate CGPA till current semester,9. Do you have any current backlog subjects?,10. Have You attended nursery school?,11. Specify the reason of choosing this College ,12. Which course of Engineering you are Pursuing Currently (Branch of Engineering),13. Specify the reason of choosing this course.,"Personal Background:
14. What is the status of   student’s  Mother Education(Mother is Educated or not if yes plz  specify in answer)",15. What is the Job Status of   student’s   Mother?,16. What is the status of   student’s  Father Education( Father Educated or not if yes plz  specify in answer),17. What is the Job Status of   student’s   Father ?,18. Who is student's Current Guardian?,19. What is Size of your family,20. What is your parental relationship Status,21. Rate the quality of family relationships (as 1 marks  for very  Happy and Healthy and 5 is the mark if you    think the relationship of family is  is poor,22. What is your family income?,"Study Habits and Resources:
23. Do you have internet access at home? (Yes/No)",24. What is your mode of transport?,25. How much Travel time is required for your daily commute from home(your staying place) and college.,26. Specify your approximate daily study time?,"Extracurricular Activities:
27. Does your institute provide any extracurricular courses?",28. Have you participated in any workshops or seminars?,29. Do you participate in any community service or volunteering activities? ,"30. Rate your communication skills (1 for excellent, 5 for poor)","31. Rate your leadership qualities (1 for excellent, 5 for poor)","32. Rate your teamwork skills (1 for excellent, 5 for poor)","Internships and Projects:
33. Have you completed any internships till today?",34. Whether these internship were paid or free?,35. Have you completed any Projects Successfully  till today?,"Peer Influence:
36. Rate the quality of your peer group (1 for very positive, 5 for very negative)","Time Management:
37. How well do you manage your time? (1 for excellent, 5 for poor)","Mental Health:
38. What is the status of your current health?(1 for very good 5 for Bad)","39. How often do you feel stressed? (1 for never, 5 for always)",40. Do you have any coping mechanisms for stress? ,"Additional Interests:
41. What are your hobbies and interests?","42. How often do you go out with friends? (1 for never, 5 for very frequently)?",43. Do You have any  romantic relationship ?,"Family Support and Motivation:
44. Does your family motivate you to attend any extra or syllabus-related classes? ",45. Are you attending any other paid classes? ,"Future Aspirations:
46. Are you placed? (Mention Name of Employer if Yes)",47. Are you interested in higher education?,"Substance Use:
48. Do you consume alcohol?",49. Do you Smoke?,50. Do You have any other Addictions?
2024/12/24 2:42:00 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Genba sopanrao moze college of engineering ,URBAN,90,82.67,6.7,NO,NO,Course preference,Computer engineering ,Your preference,Highschool,Housewife,UG,Farmer,Father,Less or equal to 4,Living Apart,1,Less than 2.5 Lakh,No,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,No,Yes,Yes,1,1,1,Yes,FREE,Yes,1,2,2,2,No,"Travelling, reading novels ",2,No,Yes,Yes,No,Yes,No,No,No
2024/12/24 2:42:18 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Genba sopanrao moze college of engineering balewadi ,URBAN,93.20%,82%,7.25,NO,NO,Course preference,Computer engineering ,Your preference,Highschool,Housewife,UG,Farmer,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 min,more than 4 hours,YES,Yes,No,1,1,1,No,No internship ,No,1,1,1,1,No,Computer programming ,3,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:42:40 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Genba Sopanrao Moze college of engineering ,RURAL,78.83,0,0,NO,NO,Course preference,Artificial intelligence and machine learning ,Your preference,PG,Housewife,UG,Any Other,Mother,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,No,No,No,2,3,2,Yes,PAID,Yes,2,2,2,3,No,Gaming,3,No,Sometimes,No,No,Yes,No,No,No
2024/12/24 2:42:44 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"Genba Sopanrao Moze Collage of Engineering, Balewadi, Pune ",URBAN,72,72,7.53,NO,YES,Course preference,Computer Engineering ,Your preference,Highschool,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,5,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,30 min to 1 hour,more than 4 hours,YES,Yes,Yes,4,4,5,Yes,FREE,Yes,1,2,1,2,No,"Watching and playing cricket, Listening Music, travelling ",1,Yes,Yes,Yes,No ,Yes,No,No,No
2024/12/24 2:42:46 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"Genba Sopanrao Moze College of Engineering, Balewadi ",URBAN,84,84,8,NO,YES,Close to home,Computer Engineering ,Your preference,UG,Teacher,UG,Teacher,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,15 to 30 min,1 hour - 4 hour,No,Yes,Yes,2,2,2,Yes,FREE,No,2,2,1,2,Yes,Trekking and sports,3,No,Sometimes,No,No,Yes,No,No,No
2024/12/24 2:43:06 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Genba sopanrav moze college of engineering ,RURAL,84.2,62.33,8.64,NO,NO,Course preference,Computer Engineering ,Your preference,Highschool,Housewife,UG,Teacher,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,1,1,1,No,,Yes,1,1,1,1,No,Teaching ,2,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:43:14 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Genba Sopanrao Moze College of engineering ,URBAN,82,64,7.45,NO,YES,Course preference,Artificial Intelligence and Machine Learning ,Your preference,UG,Teacher,UG,Industrial Job,Any other,Less or equal to 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,1 hour - 4 hour,1 hour - 4 hour,No,Yes,No,2,3,3,No,,No,2,3,2,3,No,"Drawing, Dancing ",2,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:44:00 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,GSMCOE,URBAN,75.35,Na,Na,NO,NO,Close to home,AIML,Your preference,PG,Housewife,PG,Industrial Job,Father,Less or equal to 4,Living together,4,More than  15 Lakh,Yes,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,2,2,2,No,FREE,Yes,2,2,3,2,No,Taekwondo ,2,No,Sometimes,No,No,Yes,No,No,No
2024/12/24 2:44:02 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,GSMCOE,URBAN,90,60,8.5,NO,YES,Close to home,Computer ,Your preference,UG,Industrial Job,UG,Industrial Job,Mother,Less or equal to 4,Living together,2,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,15 min,30 min to 1 hour,YES,Yes,Yes,3,3,1,No,,Yes,1,2,2,3,Yes,"Drawing, art ,dance , badminton, listening music",3,No,Yes,No,Yes ,Yes,No,No,No
2024/12/24 2:44:28 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"GENBA SOPANRAO MOZE, Balewadi",RURAL,88.87,NA,NA,NO,YES,Course preference,Computer Engineering ,Your preference,School,Housewife,School,Farmer,Any other,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,No,1,1,1,Yes,FREE,Yes,1,2,1,2,No,Coding,4,No,Yes,No,NA,Yes,No,No,Yes
2024/12/24 2:44:43 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,G S moze college of engineering balewadi pune,RURAL,88.2,79,8.36,NO,NO,Close to home,Civil engineering ,Any other,Highschool,Housewife,High School,Farmer,Father,Less or equal to 4,Living Apart,1,Less than 2.5 Lakh,No,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,YES,No,Yes,3,2,1,Yes,FREE,Yes,2,2,2,1,No,Playing cricket and treking ,5,No,Yes,No,No,No,No,No,No
2024/12/24 2:44:53 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Genba Sopanrao Moze College Of Engineering,URBAN,82,50,Dont know ,NO,YES,Course preference,Artificial Intelligence and Machine learning ,Your preference,Highschool,Housewife,High School,Industrial Job,Father,Greater than 4,Living together,1,8 Lakh to 15 Lakh,Yes,Public Transport,15 min,30 min to 1 hour,No,Yes,No,3,3,2,Yes,PAID,Yes,2,2,1,3,No,"Football, photography ",5,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:45:18 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"G. S. Moze college of engineering, balewadi ",URBAN,96.40%,70%,8.14,NO,NO,Course preference,Civil ,Any other,School,Housewife,UG,Farmer,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,15 min,1 hour - 4 hour,No,Yes,Yes,3,4,3,No,,No,3,2,3,4,Yes,Reading and travelling ,4,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:45:36 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,All India Shri Shivaji Memorial Society's College of Engineering ,URBAN,91,86.4,9.45,NO,YES,Reputation of College,Electronics and telecommunications engineering ,Your preference,PG,Housewife,UG,Any Other,Any other,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,No,2,2,2,Yes,FREE,Yes,2,2,1,1,Yes,Playing tabla and chess,3,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:45:42 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,GSM College of Engineering Pune,URBAN,65,65,0,NO,YES,Course preference,Computer Engineering ,Your preference,Highschool,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Private car/Bike,15 to 30 min,1 hour - 4 hour,YES,Yes,No,3,2,2,No,FREE,No,3,2,3,3,No,Playing Sports and Doing Adventures Activities ,4,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:46:02 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,G s moze college of engineering pune,URBAN,80,70,7.5,NO,YES,Course preference,Computer,Your preference,Highschool,Housewife,UG,Any Other,Father,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,15 to 30 min,30 min to 1 hour,No,Yes,Yes,5,5,5,No,,Yes,3,5,1,5,No,Dance,4,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:46:45 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"G.S. Moze College of engineering, balewadi ",RURAL,78%,72%,7,YES,YES,Course preference,Artificial intelligence and data science ,Your preference,School,Housewife,UG,Any Other,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 min,1 hour - 4 hour,YES,Yes,No,3,3,4,No,PAID,No,3,3,3,4,No,Listening to music ,2,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:47:16 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Genba Sopanrao Moze College Of Engineering ,URBAN,96,79,8.57,NO,YES,Course preference,Computer Engineering ,Your preference,UG,Housewife,PG,Business,Mother,Less or equal to 4,Living together,3,Less than 2.5 Lakh,Yes,Public Transport,15 min,1 hour - 4 hour,No,Yes,No,2,2,1,No,,No,2,1,1,3,No,Travelling reading dancing adventures exploring new things ,3,No,Sometimes,No,Not yet,Yes,No,No,No
2024/12/24 2:47:38 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,GS Moze college of engineering Balewadi ,URBAN,66%,60%,Nothing ,YES,YES,Course preference,Computer Engineering ,Your preference,PG,Housewife,High School,Any Other,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,15 to 30 min,No,Yes,No,2,2,3,No,,Yes,1,3,2,3,No,Chess and gym,2,No,Sometimes,No,No,Yes,No,No,No
2024/12/24 2:47:47 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"Genba Sopanarao Moze College Of Engineering, Balewadi ",RURAL,92,72.62,8.54,NO,NO,Course preference,Computer Engineering ,Your preference,Not Educated,Housewife,School,Farmer,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,3,1,1,Yes,FREE,Yes,1,1,1,1,No,Watching Cricket match,5,No,Yes,No,-,No,No,No,No
2024/12/24 2:48:37 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,G.S.moze college of engineering balewadi ,URBAN,79.4,74.4,7.06,NO,YES,Course preference,Computer engineering ,Your preference,Highschool,Business,High School,Business,Father,Less or equal to 4,Living Apart,1,Less than 2.5 Lakh,Yes,Any Other,15 min,1 hour - 4 hour,No,No,No,1,1,1,Yes,FREE,No,1,1,5,5,No,"Networking, community service, learning language ,yoga, cooking ",1,No,Yes,Yes,No,Yes,No,No,No
2024/12/24 2:48:38 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Genba Sopanrao Moze College of Engineering ,URBAN,80%,64%,6,YES,YES,Course preference,Artificial Intelligence and Data Science,Your preference,UG,Industrial Job,UG,Industrial Job,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,30 min to 1 hour,1 hour - 4 hour,No,Yes,No,3,1,1,Yes,FREE,Yes,1,1,1,3,Yes,Traveling and Driving,2,No,Yes,Yes,No,Yes,No,No,No
2024/12/24 2:48:52 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Savitribai Phule Pune University ,URBAN,88.00%,53.00%,7.82,NO,YES,Course preference,Computer ,Your preference,PG,Housewife,PG,Industrial Job,Father,Less or equal to 4,Living Apart,1,8 Lakh to 15 Lakh,Yes,Private car/Bike,1 hour - 4 hour,more than 4 hours,YES,Yes,Yes,1,1,1,No,,Yes,1,1,1,2,No,Coding and drawing ,5,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:50:14 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Genba Sopanrao Moze College Balewadi,URBAN,94.6,74.67,9.32,NO,NO,Course preference,Artificial intelligence and Data science ,Your preference,Highschool,Housewife,High School,Farmer,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,15 to 30 min,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,2,1,1,1,No,"Movies , Sport",5,No,Sometimes,No,No,Yes,No,No,No
2024/12/24 2:50:14 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Genba sopanrao moze college of engineering pune ,URBAN,90%,N/A,7.39,NO,YES,Close to home,Artificial intelligence and Data science ,Your preference,Highschool,Housewife,School,Farmer,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 min,30 min to 1 hour,YES,No,No,3,3,2,Yes,PAID,Yes,3,3,3,5,No,Cooking ,3,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:50:21 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Genba Sopanrao Moze College of Engineering ,URBAN,72.2,81.33,NA ,YES,YES,Course preference,Computer Engineering ,Your preference,School,Housewife,School,Farmer,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,No,2,1,1,No,,Yes,1,1,1,2,No,"Games, projects development ",1,No,Yes,No,NA,Yes,No,No,No
2024/12/24 2:51:10 PM GMT+5:30,xxx@gmail.com,xxx,Female,15-18,"GS moze clg of engineering balewadi, pune",RURAL,86,63.33,"1st=8.18, 2nd sem=8.59",NO,YES,Course preference,Computer,Your preference,Highschool,Housewife,High School,Farmer,Any other,Greater than 4,Living together,2,Less than 2.5 Lakh,No,Public Transport,1 hour - 4 hour,1 hour - 4 hour,No,Yes,Yes,2,2,3,No,,Yes,2,1,2,3,Yes,Singing songs,3,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:52:50 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Sppu,RURAL,90.80%,77%,_,YES,NO,Course preference,Artificial intelligence and data science ,Your preference,Highschool,Housewife,UG,Any Other,Any other,Greater than 4,Living Apart,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 min,1 hour - 4 hour,YES,Yes,No,2,2,1,No,,No,2,2,1,1,No,Play games,5,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:53:02 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Genba Sopanrao Moze College Of Engineering Balewadi Pune,RURAL,82.2,80,6.5,NO,NO,Course preference,AIML,Your preference,Highschool,Housewife,UG,Teacher,Father,Greater than 4,Living together,1,8 Lakh to 15 Lakh,No,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,3,2,2,No,,No,1,3,4,3,No,Playing ground games,5,No,Yes,No,No,Yes,No,No,Yes
2024/12/24 2:53:09 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Gs moze college balewadi,URBAN,95,80,9.5,NO,YES,Close to home,Aiml,Your preference,UG,Housewife,UG,Any Other,Mother,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,No,Public Transport,15 to 30 min,1 hour - 4 hour,No,Yes,No,1,1,1,No,,No,2,2,2,2,Yes,Dance,1,No,No,No,No,No,No,No,No
2024/12/24 2:53:50 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Genba Sopanrao Moze College Of Engineering,RURAL,77,-,-,YES,NO,Close to home,Mechanical ,Your preference,Highschool,Housewife,High School,Farmer,Father,Less or equal to 4,Living Apart,5,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,1 hour - 4 hour,15 to 30 min,YES,No,No,4,4,4,Yes,FREE,Yes,4,3,2,2,No,"Cricket, Hiking & Movies",3,No,Sometimes,No,Yes,No,No,No,No
2024/12/24 2:54:05 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,GSM BALEWADI,URBAN,62.58,N/A,N/A,YES,NO,Close to home,Mechanical ,Your preference,Highschool,Teacher,High School,Any Other,Father,Less or equal to 4,Living together,2,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,No,Yes,Yes,3,3,2,Yes,FREE,Yes,2,2,3,3,No,"Playing Cricket, football and badminton rather than im car enthusiastic ",5,No,Yes,Yes,No,Yes,No,No,No
2024/12/24 2:54:08 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Genba Sopanrao Moze college of engineering balewadi pune ,URBAN,79,83,8.3,NO,NO,Reputation of College,Computer engineering ,Any other,Highschool,Housewife,High School,Farmer,Mother,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Any Other,15 to 30 min,more than 4 hours,YES,Yes,Yes,5,1,1,Yes,FREE,Yes,1,1,1,1,No,"Learning new languages ,",5,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:54:51 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Genba Sopanrao Moze College of Engineering ,URBAN,82.80%,58.80%,6.14,NO,YES,Course preference,Computer science Engineering ,Your preference,PG,Industrial Job,UG,Industrial Job,Mother,Less or equal to 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,30 min to 1 hour,more than 4 hours,No,Yes,Yes,1,1,1,No,FREE,Yes,1,1,5,5,No,"Love to write stories , reading the books ",1,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:55:29 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Genba sopanrao moze College of engineering balewadi ,URBAN,90.8,77,8.82,NO,YES,Course preference,AIML,Your preference,UG,Teacher,High School,Industrial Job,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,YES,Yes,No,2,2,3,No,No internship ,No,1,2,1,2,No,"Guitarist , cricket , driving ",3,No,Sometimes,No,Not placed ,Yes,No,No,No
2024/12/24 2:56:37 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"Genba Sopanrao Moze College Of Engineering, Balewadi ",URBAN,95,65,7.5,NO,YES,Close to home,Artificial intelligence and Data science ,Your preference,Highschool,Housewife,School,Farmer,Any other,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,more than 4 hours,No,Yes,No,2,2,1,No,,No,1,2,1,3,Yes,"Drawing, listening music ",5,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:56:40 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"Genba Sopanrao Moze COE, Balewadi",URBAN,69,85.5,8.5,NO,NO,Close to home,Computer Engineering ,Any other,UG,Housewife,High School,Business,Father,Less or equal to 4,Living together,3,More than  15 Lakh,Yes,Private car/Bike,15 to 30 min,30 min to 1 hour,No,Yes,Yes,3,3,3,Yes,FREE,Yes,3,3,3,3,Yes,"Football, video games, music",3,No,Yes,No,JP Morgan Chase,Yes,No,No,No
2024/12/24 2:57:54 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE Pune,URBAN,84.4,No,No,NO,NO,Reputation of College,Electronics (VLSI design and technology),Your preference,School,Housewife,School,Farmer,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,No,Yes,2,1,1,Yes,PAID,Yes,1,2,1,1,No,Making project to solve real world problems ,3,No,No,No,No,Yes,No,No,No
2024/12/24 2:58:49 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"GSMCOE, BALEWADI ",URBAN,73.4,75.6,7.5,NO,YES,Course preference,Artificial intelligence and data science ,Your preference,UG,Housewife,UG,Business,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,15 to 30 min,1 hour - 4 hour,No,Yes,Yes,2,1,1,No,Not done ,Yes,2,2,2,3,No,"Exploring,team work ",2,No,Yes,No,"Yes,In future ",Yes,No,No,No
2024/12/24 2:58:55 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Genba sopanrao moze college of engineering Balewadi ,RURAL,80,NA,6.5,NO,YES,Course preference,Mechanical Engineering ,Your preference,School,Housewife,School,Any Other,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,2,2,1,Yes,FREE,Yes,2,2,1,2,No,"Singing, cricket ",3,No,Yes,No,No,Yes,No,No,No
2024/12/24 2:58:57 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,G. S. Moze Balewadi,RURAL,84,NA,6.7,NO,NO,Course preference,Mechanical,Your preference,School,Housewife,High School,Any Other,Any other,Greater than 4,Living Apart,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,YES,No,No,3,1,1,Yes,FREE,Yes,3,2,3,3,No,Listening song,3,No,No,No,No,Yes,No,No,No
2024/12/24 3:00:03 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Genba sopanrao moze college of engineering ,URBAN,86.8,62.6,7.65,NO,YES,Course preference,Mechanical Engineering ,Your preference,Highschool,Housewife,High School,Business,Mother,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,3,2,2,No,,Yes,3,2,1,2,No,"Watching Movies, Swimming, Playing Games",5,No,Yes,No,No,Yes,No,No,No
2024/12/24 3:00:17 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMSCOE,URBAN,79,DIPLOMA -83,-,NO,YES,Course preference,ELECTRONICS,Any other,UG,Housewife,UG,Industrial Job,Any other,Less or equal to 4,Living Apart,5,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,No,No,No,3,4,4,Yes,FREE,Yes,1,2,3,1,No,"sports: basketball,cricket",3,No,Yes,No,no,Yes,No,No,No
2024/12/24 3:00:23 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"G. S.Moze College of  Engineering, Balewadi ",URBAN,96,73.17,"1st semester - 8.11 ,  2nd semester-8.59",NO,YES,Close to home,Computer engineering ,Your preference,Highschool,Housewife,School,Farmer,Any other,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,more than 4 hours,No,Yes,No,2,3,2,No,No internship ,Yes,1,3,1,2,Yes,Cooking ,5,No,Yes,No,No,Yes,No,No,No
2024/12/24 3:03:11 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,G. S. Moze Balewadi,RURAL,85.8,NA,7.6,NO,YES,Course preference,Mechanical Engineering,Your preference,Highschool,Housewife,High School,Farmer,Father,Less or equal to 4,Living together,5,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,No,No,No,5,5,5,No,,Yes,1,2,1,2,Yes,Watching movie,4,No,Yes,No,No,Yes,No,No,No
2024/12/24 3:03:30 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"G.S.Moze COE,Balewadi",URBAN,74.84%,51.17%,5.32,YES,YES,Family pressure,Mechanical ,Your preference,UG,Industrial Job,UG,Any Other,Mother,Less or equal to 4,Living Apart,3,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,No,Yes,No,3,3,2,No,,Yes,2,2,4,5,No,Love painting and travelling ,3,No,Yes,No,No,Yes,No,No,No
2024/12/24 3:04:43 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS College Of Engineering Pune ,URBAN,89.60%,64.50%,6.5,YES,YES,Reputation of College,Mechanical Engineering ,Your preference,PG,Teacher,PG,Any Other,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,Yes,2,2,2,No,,Yes,1,2,3,5,No,Traveling ,4,No,Yes,No,No,Yes,No,No,No
2024/12/24 3:05:10 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"All India Shri Shivaji Memorial Society's College Of Engineering, Pune",URBAN,89 ℅,87.60%,8.6 CGPA - First Year,NO,YES,Course preference,Mechanical Engineering,Your preference,UG,Housewife,UG,Any Other,Father,Greater than 4,Living together,1,8 Lakh to 15 Lakh,Yes,Private car/Bike,15 min,1 hour - 4 hour,YES,Yes,Yes,2,1,1,No,,Yes,2,1,1,1,Yes,"Trekking and Travelling , also Football ",4,No,Yes,No,No,Yes,No,No,No
2024/12/24 3:05:32 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"Genba Sopanrao Moze College Of Engineering , balewadi pune.",RURAL,67.60%,NA,NA,NO,NO,Course preference,Mechanical engineering ,Your preference,Not Educated,Housewife,School,Farmer,Any other,Greater than 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,30 min to 1 hour,30 min to 1 hour,YES,No,No,3,3,2,No,NA,Yes,3,2,2,2,No,Cooking and traveling ,2,No,Sometimes,No,No,Yes,No,No,No
2024/12/24 3:06:08 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Genba Sopanroa Moze college of engineering Baner Balewadi ,URBAN,90.6,72.33,8.16,NO,YES,Close to home,Artificial intelligence and Data science ,Your preference,PG,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,1 hour - 4 hour,more than 4 hours,YES,Yes,No,2,2,2,No,,Yes,2,1,1,2,No,"Sketching, travelling ",4,No,Yes,Yes,No,Yes,No,No,No
2024/12/24 3:06:18 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,GSMCOE ,URBAN,83%,75%,5.75,NO,NO,Close to home,Aids,Your preference,UG,Housewife,High School,Farmer,Father,Greater than 4,Living together,2,Less than 2.5 Lakh,Yes,Public Transport,15 min,1 hour - 4 hour,No,No,No,3,3,1,No,,No,3,3,1,4,Yes,Playing football and doing workout ,2,No,No,No,No one ,No,No,No,No
